#Comment: Chernov et al_2014_Soot formation with C1 and C2 fuels using an improved chemical mechanism ;;;;;;;;;;;;;;
Reference mechanism;C3_Gong_1-red_4cases.cti;;;;;;;;;;;;;
Case nb: 1;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.6;[O2/N2,3.76];C2H6:0.6,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.139007747173309
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 2;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.65;[O2/N2,3.76];C2H6:0.65,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.17168915271759
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 3;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.7;[O2/N2,3.76];C2H6:0.7,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.214706567128499
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 4;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.75;[O2/N2,3.76];C2H6:0.75,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.248995423316956
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 5;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.8;[O2/N2,3.76];C2H6:0.8,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.284324054718018
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 6;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.85;[O2/N2,3.76];C2H6:0.85,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.32563362121582
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 7;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.9;[O2/N2,3.76];C2H6:0.9,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.361745363871256
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 7;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;0.95;[O2/N2,3.76];C2H6:0.95,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.391060180664062
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 8;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1;[O2/N2,3.76];C2H6:1.0,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.414535760879517
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 9;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.05;[O2/N2,3.76];C2H6:1.05,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.420753116607666
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 10;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.1;[O2/N2,3.76];C2H6:1.1,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.426712818145752
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 11;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.2;[O2/N2,3.76];C2H6:1.2,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.408155221939087
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 12;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.3;[O2/N2,3.76];C2H6:1.3,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.386131108601888
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 13;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.35;[O2/N2,3.76];C2H6:1.35,O2:3.5,N2:13.16;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.342629308700561
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 14;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.4;[O2/N2,3.76];C2H6:1.4,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.303735356330872
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 15;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.45;[O2/N2,3.76];C2H6:1.45,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.236527086893717
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 17;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.5;[O2/N2,3.76];C2H6:1.5,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.192101821899414
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 18;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.6;[O2/N2,3.76];C2H6:1.6,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.164927845001221
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 19;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.7;[O2/N2,3.76];C2H6:1.7,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.134334278106689
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 20;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.8;[O2/N2,3.76];C2H6:1.8,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.114240355491638
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 21;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;1.85;[O2/N2,3.76];C2H6:1.85,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.105323977470398
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 22;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;Sl(m/s)
free_flame;C2H6;O2;N2;2;[O2/N2,3.76];C2H6:2.0,O2:3.5,N2:13.16 ;101325;300;0.0001;1E-08;1E-05;1E-08;Mix;0.078114745616913
* Step: Reference;;;;;;;;;;;;;;
z cm;T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Case nb: 23;;;;;;;;;;;;;;
#Comment: fig 14/15/16;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;rtol_ss;atol_ss;transport_model;mdot (kg/m2/s
burner_flame;C2H6;O2;N2;0.6;0.467;C2H6:0.118,O2:0.415,N2:0.467;2666.44;635.18125;0.0001;1E-08;1E-05;1E-08;Mix;0.033433118633888
* Step: Reference;;;;;;;;;;;;;;
z m;T(K);CO2;CO;C2H6;O2;H2O;C2H4;C2H2;CH2O;CH4;CH3;;;
0.000538164;635.18125;0.008057;0.037915;0.08436;0.352133;0.053555;0;0;0;0;0;;;
0.001200518;830.61875;0.013744;0.057346;0.069194;0.316588;0.078673;0.002;0;0.0007;0;0;;;
0.001840104;1074.91875;0.018009;0.081043;0.051659;0.272986;0.111848;0.004698;0.001;0.0016;0.0018;0.005;;;
0.002523156;1457.65625;0.023223;0.105213;0.030332;0.225118;0.149289;0.0075;0.003;0.0021;0.005;0.0065;;;
0.003210352;1775.24375;0.030332;0.13128;0.013744;0.170142;0.187204;0.0106;0.006;0.0021;0.0052;0.004;;;
0.003829236;2003.25625;0.043128;0.136019;0.007109;0.12654;0.217062;0.007;0.0075;0.0013;0.003;0.0006;;;
0.004458472;2096.90625;0.054028;0.137915;0.000474;0.090995;0.232227;0.001;0.0065;0.0001;0.0007;0;;;
0.00523053;2186.48125;0.063981;0.135071;0;0.079621;0.240284;0;0;0;0;0;;;
0.005719018;2214.98125;0.07346;0.128436;0;0.067773;0.240758;0;0;0;0;0;;;
0.006480724;2231.26875;0.080569;0.121327;0;0.062559;0.240758;0;0;0;0;0;;;
0.007054076;2243.4875;0.086256;0.118009;0;0.063507;0.240758;0;0;0;0;0;;;
0.009034928;2255.7;0.094787;0.109953;0;0.061137;0.238389;0;0;0;0;0;;;
0.011011646;2271.9875;0.1;0.1;0;0.06019;0.236967;0;0;0;0;0;;;
0.012953168;2267.9125;0.105687;0.094787;0;0.058294;0.234597;0;0;0;0;0;;;
0.014911254;2267.9125;0.109005;0.096682;0;0.05782;0.236967;0;0;0;0;0;;;
#Comment: Dagaut et al. - 1991 - Kinetics of ethane oxidation ;;;;;;;;;;;;;;
#Comment: fig 1/2 ;;;;;;;;;;;;;;
Case nb: 24;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);time(s);rtol_ts;atol_ts;;;;
JSR;C2H6;O2;N2;0.1;0.946;C2H6:0.0015,O2:0.0525,N2:0.946;101325;0.1;0.0001;1E-08;;;;
* Step: Reference;;;;;;;;;;;;;;
Ti(K);Tf(K);CO;CO2;C2H6;C2H4;;;;;;;;;
900;900;8E-06;8E-06;0.001481;0;;;;;;;;;
940;940;8E-06;8E-06;0.001485;0;;;;;;;;;
975;975;1.7E-05;3E-05;0.001471;7E-06;;;;;;;;;
1015;1015;0.000949;0.00012;0.000483;0.000451;;;;;;;;;
1060;1060;0.001651;0.000736;0.000251;0.000192;;;;;;;;;
1100;1100;0.001288;0.001619;7.4E-05;4.2E-05;;;;;;;;;
1130;1130;0.000785;0.002303;1.9E-05;5E-06;;;;;;;;;
1170;1170;0.000508;0.002538;9E-06;0;;;;;;;;;
1200;1200;0.000399;0.002737;4E-06;0;;;;;;;;;
Case nb: 25;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);time(s);rtol_ts;atol_ts;;;;
JSR;C2H6;O2;N2;1.5;0.995;C2H6:0.0015,O2:0.0525,N2:0.946;101325;0.1;0.0001;1E-08;;;;
* Step: Reference;;;;;;;;;;;;;;
Ti(K);Tf(K);H2;CO;CO2;C2H6;C2H4;;;;;;;;
950;950;0;3E-06;6E-06;0.001499;1.9E-05;;;;;;;;
980;980;0;4E-05;1.2E-05;0.001409;0.000118;;;;;;;;
1010;1010;0.000684;0.000131;1.2E-05;0.001008;0.000448;;;;;;;;
1045;1045;0.000868;0.000392;1.2E-05;0.000663;0.000613;;;;;;;;
1085;1085;0.001306;0.000824;6.8E-05;0.000336;0.000647;;;;;;;;
1120;1120;0.001347;0.001191;0.000112;0.000227;0.000538;;;;;;;;
1150;1150;0.001378;0.001602;0.000227;0.000109;0.000379;;;;;;;;
1180;1180;0.001294;0.001636;0.000339;6.2E-05;0.000305;;;;;;;;
1215;1215;0.001129;0.001863;0.000417;3.4E-05;0.00024;;;;;;;;
#Comment: Zhang et al. - 2013 - Shock-Tube Measurements of Ignition Delay Times fo;;;;;;;;;;;;;;
Case nb: 26;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;ig_time(s);;;
reactor_HP;C2H6;O2;Ar;0.5;0.9534;C2H6:0.005825,O2:0.040778,N2:0.9534;193530.75;1144;0.0001;1E-08;0.001753;;;
* Step: Reference;;;;;;;;;;;;;;
Ignition delay time(s):;0.001753;;;;;;;;;;;;;
Time(s);T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 27;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;ig_time(s);;;
reactor_HP;C2H6;O2;Ar;0.5;0.9534;C2H6:0.005825,O2:0.040778,N2:0.9534;208729.5;1470;0.0001;1E-08;8.1E-05;;;
* Step: Reference;;;;;;;;;;;;;;
Ignition delay time(s):;8.1E-05;;;;;;;;;;;;;
Time(s);T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 28;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;ig_time(s);;;
reactor_HP;C2H4;O2;Ar;1;0.9491;C2H6:0.011311,O2:0.039587,N2:0.9491;2159235.75;1118;0.0001;1E-08;0.001716;;;
* Step: Reference;;;;;;;;;;;;;;
Ignition delay time(s):;0.001716;;;;;;;;;;;;;
Time(s);T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
Case nb: 29;;;;;;;;;;;;;;
config;fuel;oxidant;diluent;phi;diluent_ratio;mixt;P(Pa);Ti(K);rtol_ts;atol_ts;ig_time(s);;;
reactor_HP;C2H4;O2;Ar;1;0.9491;C2H6:0.011311,O2:0.039587,N2:0.9491;2172408;1418;0.0001;1E-08;4.4E-05;;;
* Step: Reference;;;;;;;;;;;;;;
Ignition delay time(s):;4.4E-05;;;;;;;;;;;;;
Time(s);T(K);;;;;;;;;;;;;
0;False;;;;;;;;;;;;;
